case_id,prediction_case_id,event_id,case_role,hazard,region_id,lead_time_hours,valid_start_time,valid_end_time,risk_level,risk_score,confidence,evaluation_scope,candidate_outcome,primary_indicator,primary_value,primary_threshold,severe_threshold,primary_stage_or_duration,weather_screening_status,impact_evidence_status,rule_id,rule_status
20200619_00,20200619_00_048,CTRL-2020-06-EAST-HEAT,control,heatwave,SA-04,48,2020-06-20T00:00:00Z,2020-06-21T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,tmax_c_spatial_p95,44.084943,49.078418,49.686014,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_region_season_duration,draft
20200619_00,20200619_00_072,CTRL-2020-06-EAST-HEAT,control,heatwave,SA-04,72,2020-06-21T00:00:00Z,2020-06-22T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,tmax_c_spatial_p95,44.450366,49.078418,49.686014,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_region_season_duration,draft
20200706_00,20200706_00_024,EVT-2020-07-EAST-HEAT-EARLY,event,heatwave,SA-04,24,2020-07-06T00:00:00Z,2020-07-07T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,47.378952,49.078418,49.686014,0,weather_confirmed,impact_unknown,heatwave_candidate_region_season_duration,draft
20200706_00,20200706_00_048,EVT-2020-07-EAST-HEAT-EARLY,event,heatwave,SA-04,48,2020-07-07T00:00:00Z,2020-07-08T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,47.848279,49.078418,49.686014,0,weather_confirmed,impact_unknown,heatwave_candidate_region_season_duration,draft
20200706_00,20200706_00_072,EVT-2020-07-EAST-HEAT-EARLY,event,heatwave,SA-04,72,2020-07-08T00:00:00Z,2020-07-09T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,47.985997,49.078418,49.686014,0,weather_confirmed,impact_unknown,heatwave_candidate_region_season_duration,draft
20200715_00,20200715_00_024,EVT-2020-07-EAST-HEAT-LATE,event,heatwave,SA-04,24,2020-07-15T00:00:00Z,2020-07-16T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,47.150662,49.078418,49.686014,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200715_00,20200715_00_048,EVT-2020-07-EAST-HEAT-LATE,event,heatwave,SA-04,48,2020-07-16T00:00:00Z,2020-07-17T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,46.327307,49.078418,49.686014,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200715_00,20200715_00_072,EVT-2020-07-EAST-HEAT-LATE,event,heatwave,SA-04,72,2020-07-17T00:00:00Z,2020-07-18T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,45.934428,49.078418,49.686014,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200806_00,20200806_00_024,EVT-2020-08-EAST-HEAT,event,heatwave,SA-04,24,2020-08-06T00:00:00Z,2020-08-07T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,45.273853,49.078418,49.686014,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200806_00,20200806_00_048,EVT-2020-08-EAST-HEAT,event,heatwave,SA-04,48,2020-08-07T00:00:00Z,2020-08-08T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,45.082336,49.078418,49.686014,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200806_00,20200806_00_072,EVT-2020-08-EAST-HEAT,event,heatwave,SA-04,72,2020-08-08T00:00:00Z,2020-08-09T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,45.384962,49.078418,49.686014,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200908_00,20200908_00_024,EVT-2020-09-EAST-HEAT,event,heatwave,SA-04,24,2020-09-08T00:00:00Z,2020-09-09T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,44.458691,45.342926,45.895096,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200908_00,20200908_00_048,EVT-2020-09-EAST-HEAT,event,heatwave,SA-04,48,2020-09-09T00:00:00Z,2020-09-10T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,44.70089,45.342926,45.895096,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200908_00,20200908_00_072,EVT-2020-09-EAST-HEAT,event,heatwave,SA-04,72,2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,low,0.0,medium,target_window,candidate_miss,tmax_c_spatial_p95,44.312521,45.342926,45.895096,0,ssod_utc_confirmed,unknown,heatwave_candidate_region_season_duration,draft
20200927_00,20200927_00_024,CTRL-2020-09-EAST-HEAT,control,heatwave,SA-04,24,2020-09-27T00:00:00Z,2020-09-28T00:00:00Z,low,0.0,medium,context_only,not_scored_context,tmax_c_spatial_p95,42.87088,45.342926,45.895096,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_region_season_duration,draft
20200927_00,20200927_00_048,CTRL-2020-09-EAST-HEAT,control,heatwave,SA-04,48,2020-09-28T00:00:00Z,2020-09-29T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,tmax_c_spatial_p95,40.859718,45.342926,45.895096,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_region_season_duration,draft
20200927_00,20200927_00_072,CTRL-2020-09-EAST-HEAT,control,heatwave,SA-04,72,2020-09-29T00:00:00Z,2020-09-30T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,tmax_c_spatial_p95,40.499168,45.342926,45.895096,0,ssod_utc_screened_lower_intensity,unknown,heatwave_candidate_region_season_duration,draft
20201109_00,20201109_00_024,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,24,2020-11-09T00:00:00Z,2020-11-10T00:00:00Z,low,0.0,medium,context_only,not_scored_context,daily_precip_total_spatial_p95,2.297279,10.0,20.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_candidate_region_season_p90_p95,draft
20201109_00,20201109_00_048,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,48,2020-11-10T00:00:00Z,2020-11-11T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.97316161,10.0,20.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_candidate_region_season_p90_p95,draft
20201109_00,20201109_00_072,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,72,2020-11-11T00:00:00Z,2020-11-12T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.5552113,10.0,20.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_candidate_region_season_p90_p95,draft
20201119_00,20201119_00_024,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,24,2020-11-19T00:00:00Z,2020-11-20T00:00:00Z,low,0.0,medium,context_only,not_scored_context,daily_precip_total_spatial_p95,0.20034789,10.0,20.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_candidate_region_season_p90_p95,draft
20201119_00,20201119_00_048,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,48,2020-11-20T00:00:00Z,2020-11-21T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,7.9009696,10.0,20.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_candidate_region_season_p90_p95,draft
20201119_00,20201119_00_072,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,72,2020-11-21T00:00:00Z,2020-11-22T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,6.8408438,10.0,20.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_candidate_region_season_p90_p95,draft
