case_id,prediction_case_id,event_id,case_role,hazard,region_id,lead_time_hours,valid_start_time,valid_end_time,risk_level,risk_score,confidence,evaluation_scope,candidate_outcome,primary_indicator,primary_value,primary_threshold,severe_threshold,primary_stage_or_duration,weather_screening_status,impact_evidence_status,rule_id,rule_status,v1_positive,support_count,v2_positive,primary_ratio,dataset_split,method,candidate_positive,knowledge_triggered
20201109_00,20201109_00_048,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,48,2020-11-10T00:00:00Z,2020-11-11T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.97316161,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.194632322,development,v2_kg_support2_any,True,True
20201109_00,20201109_00_072,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,72,2020-11-11T00:00:00Z,2020-11-12T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.5552113,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.11104225999999999,development,v2_kg_support2_any,True,True
20201119_00,20201119_00_048,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,48,2020-11-20T00:00:00Z,2020-11-21T00:00:00Z,medium,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,7.9009696,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,4,True,1.58019392,development,v2_kg_support2_any,True,False
20201119_00,20201119_00_072,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,72,2020-11-21T00:00:00Z,2020-11-22T00:00:00Z,medium,6.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,6.8408438,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,3,True,1.36816876,development,v2_kg_support2_any,True,False
20200501_00,20200501_00_024,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,24,2020-05-01T00:00:00Z,2020-05-02T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,1.51291,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.302582,development,v2_kg_ratio_040_support2,False,False
20200501_00,20200501_00_048,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,48,2020-05-02T00:00:00Z,2020-05-03T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,2.8983252,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.57966504,development,v2_kg_ratio_040_support2,True,True
20200505_00,20200505_00_048,EVT-2020-05-JAZAN-FLOOD-LATE,event,heavy_rain,SA-09,48,2020-05-06T00:00:00Z,2020-05-07T00:00:00Z,high,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,12.604136,5.0,10.0,high,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,True,2,True,2.5208272000000003,development,v2_kg_ratio_040_support2,True,False
20200515_00,20200515_00_048,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,48,2020-05-16T00:00:00Z,2020-05-17T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,2.2452143,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.44904286000000004,development,v2_kg_ratio_040_support2,True,True
20200515_00,20200515_00_072,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,72,2020-05-17T00:00:00Z,2020-05-18T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.76575482,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,1,False,0.153150964,development,v2_kg_ratio_040_support2,False,False
20201109_00,20201109_00_048,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,48,2020-11-10T00:00:00Z,2020-11-11T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.97316161,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.194632322,development,v2_kg_ratio_040_support2,False,False
20201109_00,20201109_00_072,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,72,2020-11-11T00:00:00Z,2020-11-12T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.5552113,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.11104225999999999,development,v2_kg_ratio_040_support2,False,False
20201119_00,20201119_00_048,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,48,2020-11-20T00:00:00Z,2020-11-21T00:00:00Z,medium,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,7.9009696,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,4,True,1.58019392,development,v2_kg_ratio_040_support2,True,False
20201119_00,20201119_00_072,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,72,2020-11-21T00:00:00Z,2020-11-22T00:00:00Z,medium,6.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,6.8408438,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,3,True,1.36816876,development,v2_kg_ratio_040_support2,True,False
20200501_00,20200501_00_024,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,24,2020-05-01T00:00:00Z,2020-05-02T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,1.51291,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.302582,development,v2_kg_ratio_050_support2,False,False
20200501_00,20200501_00_048,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,48,2020-05-02T00:00:00Z,2020-05-03T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,2.8983252,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.57966504,development,v2_kg_ratio_050_support2,True,True
20200505_00,20200505_00_048,EVT-2020-05-JAZAN-FLOOD-LATE,event,heavy_rain,SA-09,48,2020-05-06T00:00:00Z,2020-05-07T00:00:00Z,high,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,12.604136,5.0,10.0,high,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,True,2,True,2.5208272000000003,development,v2_kg_ratio_050_support2,True,False
20200515_00,20200515_00_048,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,48,2020-05-16T00:00:00Z,2020-05-17T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,2.2452143,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.44904286000000004,development,v2_kg_ratio_050_support2,False,False
20200515_00,20200515_00_072,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,72,2020-05-17T00:00:00Z,2020-05-18T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.76575482,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,1,False,0.153150964,development,v2_kg_ratio_050_support2,False,False
20201109_00,20201109_00_048,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,48,2020-11-10T00:00:00Z,2020-11-11T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.97316161,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.194632322,development,v2_kg_ratio_050_support2,False,False
20201109_00,20201109_00_072,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,72,2020-11-11T00:00:00Z,2020-11-12T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.5552113,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.11104225999999999,development,v2_kg_ratio_050_support2,False,False
20201119_00,20201119_00_048,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,48,2020-11-20T00:00:00Z,2020-11-21T00:00:00Z,medium,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,7.9009696,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,4,True,1.58019392,development,v2_kg_ratio_050_support2,True,False
20201119_00,20201119_00_072,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,72,2020-11-21T00:00:00Z,2020-11-22T00:00:00Z,medium,6.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,6.8408438,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,3,True,1.36816876,development,v2_kg_ratio_050_support2,True,False
20200501_00,20200501_00_024,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,24,2020-05-01T00:00:00Z,2020-05-02T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,1.51291,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.302582,development,v2_kg_ratio_060_support2,False,False
20200501_00,20200501_00_048,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,48,2020-05-02T00:00:00Z,2020-05-03T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,2.8983252,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.57966504,development,v2_kg_ratio_060_support2,False,False
20200505_00,20200505_00_048,EVT-2020-05-JAZAN-FLOOD-LATE,event,heavy_rain,SA-09,48,2020-05-06T00:00:00Z,2020-05-07T00:00:00Z,high,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,12.604136,5.0,10.0,high,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,True,2,True,2.5208272000000003,development,v2_kg_ratio_060_support2,True,False
20200515_00,20200515_00_048,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,48,2020-05-16T00:00:00Z,2020-05-17T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,2.2452143,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.44904286000000004,development,v2_kg_ratio_060_support2,False,False
20200515_00,20200515_00_072,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,72,2020-05-17T00:00:00Z,2020-05-18T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.76575482,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,1,False,0.153150964,development,v2_kg_ratio_060_support2,False,False
20201109_00,20201109_00_048,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,48,2020-11-10T00:00:00Z,2020-11-11T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.97316161,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.194632322,development,v2_kg_ratio_060_support2,False,False
20201109_00,20201109_00_072,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,72,2020-11-11T00:00:00Z,2020-11-12T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.5552113,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.11104225999999999,development,v2_kg_ratio_060_support2,False,False
20201119_00,20201119_00_048,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,48,2020-11-20T00:00:00Z,2020-11-21T00:00:00Z,medium,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,7.9009696,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,4,True,1.58019392,development,v2_kg_ratio_060_support2,True,False
20201119_00,20201119_00_072,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,72,2020-11-21T00:00:00Z,2020-11-22T00:00:00Z,medium,6.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,6.8408438,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,3,True,1.36816876,development,v2_kg_ratio_060_support2,True,False
20200501_00,20200501_00_024,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,24,2020-05-01T00:00:00Z,2020-05-02T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,1.51291,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.302582,development,v2_kg_persistence_ratio050_support2,True,True
20200501_00,20200501_00_048,EVT-2020-05-JAZAN-FLOOD-EARLY,event,heavy_rain,SA-09,48,2020-05-02T00:00:00Z,2020-05-03T00:00:00Z,low,0.0,medium,target_window,candidate_miss,daily_precip_total_spatial_p95,2.8983252,5.0,10.0,below_medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.57966504,development,v2_kg_persistence_ratio050_support2,True,True
20200505_00,20200505_00_048,EVT-2020-05-JAZAN-FLOOD-LATE,event,heavy_rain,SA-09,48,2020-05-06T00:00:00Z,2020-05-07T00:00:00Z,high,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,12.604136,5.0,10.0,high,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,True,2,True,2.5208272000000003,development,v2_kg_persistence_ratio050_support2,True,False
20200515_00,20200515_00_048,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,48,2020-05-16T00:00:00Z,2020-05-17T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,2.2452143,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,2,False,0.44904286000000004,development,v2_kg_persistence_ratio050_support2,False,False
20200515_00,20200515_00_072,CTRL-2020-05-JAZAN-RAIN,control,heavy_rain,SA-09,72,2020-05-17T00:00:00Z,2020-05-18T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.76575482,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,1,False,0.153150964,development,v2_kg_persistence_ratio050_support2,False,False
20201109_00,20201109_00_048,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,48,2020-11-10T00:00:00Z,2020-11-11T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.97316161,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.194632322,development,v2_kg_persistence_ratio050_support2,False,False
20201109_00,20201109_00_072,CTRL-2020-11-MADINAH-RAIN,control,heavy_rain,SA-03,72,2020-11-11T00:00:00Z,2020-11-12T00:00:00Z,low,0.0,medium,target_window,candidate_correct_negative,daily_precip_total_spatial_p95,0.5552113,5.0,10.0,below_medium,imerg_screened_lower_intensity,unknown,heavy_rain_graphcast_scale_v2,frozen,False,3,False,0.11104225999999999,development,v2_kg_persistence_ratio050_support2,False,False
20201119_00,20201119_00_048,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,48,2020-11-20T00:00:00Z,2020-11-21T00:00:00Z,medium,7.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,7.9009696,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,4,True,1.58019392,development,v2_kg_persistence_ratio050_support2,True,False
20201119_00,20201119_00_072,EVT-2020-11-MADINAH-FLOOD,event,heavy_rain,SA-03,72,2020-11-21T00:00:00Z,2020-11-22T00:00:00Z,medium,6.0,medium,target_window,candidate_hit,daily_precip_total_spatial_p95,6.8408438,5.0,10.0,medium,weather_confirmed,impact_confirmed,heavy_rain_graphcast_scale_v2,frozen,False,3,True,1.36816876,development,v2_kg_persistence_ratio050_support2,True,False
